username,cursornum,primary_id,cursor_id,x,y,rotated_angle,time
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.5600281
ogapy,20,9,6,-0.3290944,2.568155,2.879793,0.5600281
ogapy,20,10,2,3.964953,4.252636,3.141593,0.5600281
ogapy,20,11,19,-3.034327,3.305514,3.403392,0.5600281
ogapy,20,12,8,3.259669,-3.666825,3.665191,0.5600281
ogapy,20,13,10,1.569365,-2.164586,3.926991,0.5600281
ogapy,20,14,5,-3.97895,-2.391017,4.18879,0.5600281
ogapy,20,15,9,0.2693253,2.420597,4.45059,0.5600281
ogapy,20,16,3,4.715478,-3.84231,4.712389,0.5600281
ogapy,20,17,12,-0.6428246,1.624388,4.974188,0.5600281
ogapy,20,18,4,-2.277763,-3.112252,5.235988,0.5600281
ogapy,20,19,1,-2.670069,4.557091,5.497787,0.5600281
ogapy,20,0,13,-4.420689,1.370299,0,0.5642853
ogapy,20,1,14,-1.053515,2.947218,0.7853982,0.5642853
ogapy,20,2,7,1.387972,1.545416,1.047198,0.5642853
ogapy,20,3,18,-2.440923,4.046411,1.308997,0.5642853
ogapy,20,4,17,-0.1793079,-4.701447,1.570796,0.5642853
ogapy,20,5,16,0.400322,2.756449,1.832596,0.5642853
ogapy,20,6,11,-0.117547,-1.027349,2.094395,0.5642853
ogapy,20,7,15,0.6501741,-3.311482,2.356194,0.5642853
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.5642853
ogapy,20,9,6,-0.3290944,2.568155,2.879793,0.5642853
ogapy,20,10,2,3.964953,4.252636,3.141593,0.5642853
ogapy,20,11,19,-3.034327,3.305514,3.403392,0.5642853
ogapy,20,12,8,3.259669,-3.666825,3.665191,0.5642853
ogapy,20,13,10,1.569365,-2.164586,3.926991,0.5642853
ogapy,20,14,5,-3.97895,-2.391017,4.18879,0.5642853
ogapy,20,15,9,0.2693253,2.420597,4.45059,0.5642853
ogapy,20,16,3,4.715478,-3.84231,4.712389,0.5642853
ogapy,20,17,12,-0.6428246,1.624388,4.974188,0.5642853
ogapy,20,18,4,-2.277763,-3.112252,5.235988,0.5642853
ogapy,20,19,1,-2.670069,4.557091,5.497787,0.5642853
ogapy,20,0,13,-4.420689,1.370299,0,0.5682449
ogapy,20,1,14,-1.053515,2.947218,0.7853982,0.5682449
ogapy,20,2,7,1.387972,1.545416,1.047198,0.5682449
ogapy,20,3,18,-2.440923,4.046411,1.308997,0.5682449
ogapy,20,4,17,-0.1793079,-4.701447,1.570796,0.5682449
ogapy,20,5,16,0.400322,2.756449,1.832596,0.5682449
ogapy,20,6,11,-0.117547,-1.027349,2.094395,0.5682449
ogapy,20,7,15,0.6501741,-3.311482,2.356194,0.5682449
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.5682449
ogapy,20,9,6,-0.3290944,2.568155,2.879793,0.5682449
ogapy,20,10,2,3.964953,4.252636,3.141593,0.5682449
ogapy,20,11,19,-3.034327,3.305514,3.403392,0.5682449
ogapy,20,12,8,3.259669,-3.666825,3.665191,0.5682449
ogapy,20,13,10,1.569365,-2.164586,3.926991,0.5682449
ogapy,20,14,5,-3.97895,-2.391017,4.18879,0.5682449
ogapy,20,15,9,0.2693253,2.420597,4.45059,0.5682449
ogapy,20,16,3,4.715478,-3.84231,4.712389,0.5682449
ogapy,20,17,12,-0.6428246,1.624388,4.974188,0.5682449
ogapy,20,18,4,-2.277763,-3.112252,5.235988,0.5682449
ogapy,20,19,1,-2.670069,4.557091,5.497787,0.5682449
ogapy,20,0,13,-4.420689,1.370299,0,0.5722504
ogapy,20,1,14,-1.053515,2.947218,0.7853982,0.5722504
ogapy,20,2,7,1.387972,1.545416,1.047198,0.5722504
ogapy,20,3,18,-2.440923,4.046411,1.308997,0.5722504
ogapy,20,4,17,-0.1793079,-4.701447,1.570796,0.5722504
ogapy,20,5,16,0.400322,2.756449,1.832596,0.5722504
ogapy,20,6,11,-0.117547,-1.027349,2.094395,0.5722504
ogapy,20,7,15,0.6501741,-3.311482,2.356194,0.5722504
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.5722504
ogapy,20,9,6,-0.3290944,2.568155,2.879793,0.5722504
ogapy,20,10,2,3.964953,4.252636,3.141593,0.5722504
ogapy,20,11,19,-3.034327,3.305514,3.403392,0.5722504
ogapy,20,12,8,3.259669,-3.666825,3.665191,0.5722504
ogapy,20,13,10,1.569365,-2.164586,3.926991,0.5722504
ogapy,20,14,5,-3.97895,-2.391017,4.18879,0.5722504
ogapy,20,15,9,0.2693253,2.420597,4.45059,0.5722504
ogapy,20,16,3,4.715478,-3.84231,4.712389,0.5722504
ogapy,20,17,12,-0.6428246,1.624388,4.974188,0.5722504
ogapy,20,18,4,-2.277763,-3.112252,5.235988,0.5722504
ogapy,20,19,1,-2.670069,4.557091,5.497787,0.5722504
ogapy,20,0,13,-4.420689,1.370299,0,0.5762634
ogapy,20,1,14,-1.053515,2.947218,0.7853982,0.5762634
ogapy,20,2,7,1.387972,1.545416,1.047198,0.5762634
ogapy,20,3,18,-2.440923,4.046411,1.308997,0.5762634
ogapy,20,4,17,-0.1793079,-4.701447,1.570796,0.5762634
ogapy,20,5,16,0.400322,2.756449,1.832596,0.5762634
ogapy,20,6,11,-0.117547,-1.027349,2.094395,0.5762634
ogapy,20,7,15,0.6501741,-3.311482,2.356194,0.5762634
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.5762634
ogapy,20,9,6,-0.3290944,2.568155,2.879793,0.5762634
ogapy,20,10,2,3.964953,4.252636,3.141593,0.5762634
ogapy,20,11,19,-3.034327,3.305514,3.403392,0.5762634
ogapy,20,12,8,3.259669,-3.666825,3.665191,0.5762634
ogapy,20,13,10,1.569365,-2.164586,3.926991,0.5762634
ogapy,20,14,5,-3.97895,-2.391017,4.18879,0.5762634
ogapy,20,15,9,0.2693253,2.420597,4.45059,0.5762634
ogapy,20,16,3,4.715478,-3.84231,4.712389,0.5762634
ogapy,20,17,12,-0.6428246,1.624388,4.974188,0.5762634
ogapy,20,18,4,-2.277763,-3.112252,5.235988,0.5762634
ogapy,20,19,1,-2.670069,4.557091,5.497787,0.5762634
ogapy,20,0,13,-4.420689,1.370299,0,0.5802078
ogapy,20,1,14,-1.053515,2.947218,0.7853982,0.5802078
ogapy,20,2,7,1.387972,1.545416,1.047198,0.5802078
ogapy,20,3,18,-2.440923,4.046411,1.308997,0.5802078
ogapy,20,4,17,-0.1793079,-4.701447,1.570796,0.5802078
ogapy,20,5,16,0.400322,2.756449,1.832596,0.5802078
ogapy,20,6,11,-0.117547,-1.027349,2.094395,0.5802078
ogapy,20,7,15,0.6501741,-3.311482,2.356194,0.5802078
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.5802078
ogapy,20,9,6,-0.3290944,2.568155,2.879793,0.5802078
ogapy,20,10,2,3.964953,4.252636,3.141593,0.5802078
ogapy,20,11,19,-3.034327,3.305514,3.403392,0.5802078
ogapy,20,12,8,3.259669,-3.666825,3.665191,0.5802078
ogapy,20,13,10,1.569365,-2.164586,3.926991,0.5802078
ogapy,20,14,5,-3.97895,-2.391017,4.18879,0.5802078
ogapy,20,15,9,0.2693253,2.420597,4.45059,0.5802078
ogapy,20,16,3,4.715478,-3.84231,4.712389,0.5802078
ogapy,20,17,12,-0.6428246,1.624388,4.974188,0.5802078
ogapy,20,18,4,-2.277763,-3.112252,5.235988,0.5802078
ogapy,20,19,1,-2.670069,4.557091,5.497787,0.5802078
ogapy,20,0,13,-4.420689,1.370299,0,0.5842438
ogapy,20,1,14,-1.053515,2.947218,0.7853982,0.5842438
ogapy,20,2,7,1.387972,1.545416,1.047198,0.5842438
ogapy,20,3,18,-2.440923,4.046411,1.308997,0.5842438
ogapy,20,4,17,-0.1793079,-4.701447,1.570796,0.5842438
ogapy,20,5,16,0.400322,2.756449,1.832596,0.5842438
ogapy,20,6,11,-0.117547,-1.027349,2.094395,0.5842438
ogapy,20,7,15,0.6501741,-3.311482,2.356194,0.5842438
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.5842438
ogapy,20,9,6,-0.3290944,2.568155,2.879793,0.5842438
ogapy,20,10,2,3.964953,4.252636,3.141593,0.5842438
ogapy,20,11,19,-3.034327,3.305514,3.403392,0.5842438
ogapy,20,12,8,3.259669,-3.666825,3.665191,0.5842438
ogapy,20,13,10,1.569365,-2.164586,3.926991,0.5842438
ogapy,20,14,5,-3.97895,-2.391017,4.18879,0.5842438
ogapy,20,15,9,0.2693253,2.420597,4.45059,0.5842438
ogapy,20,16,3,4.715478,-3.84231,4.712389,0.5842438
ogapy,20,17,12,-0.6428246,1.624388,4.974188,0.5842438
ogapy,20,18,4,-2.277763,-3.112252,5.235988,0.5842438
ogapy,20,19,1,-2.670069,4.557091,5.497787,0.5842438
ogapy,20,0,13,-4.420689,1.370299,0,0.5882797
ogapy,20,1,14,-1.053515,2.947218,0.7853982,0.5882797
ogapy,20,2,7,1.387972,1.545416,1.047198,0.5882797
ogapy,20,3,18,-2.440923,4.046411,1.308997,0.5882797
ogapy,20,4,17,-0.1793079,-4.701447,1.570796,0.5882797
ogapy,20,5,16,0.400322,2.756449,1.832596,0.5882797
ogapy,20,6,11,-0.117547,-1.027349,2.094395,0.5882797
ogapy,20,7,15,0.6501741,-3.311482,2.356194,0.5882797
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.5882797
ogapy,20,9,6,-0.3290944,2.568155,2.879793,0.5882797
ogapy,20,10,2,3.964953,4.252636,3.141593,0.5882797
ogapy,20,11,19,-3.034327,3.305514,3.403392,0.5882797
ogapy,20,12,8,3.259669,-3.666825,3.665191,0.5882797
ogapy,20,13,10,1.569365,-2.164586,3.926991,0.5882797
ogapy,20,14,5,-3.97895,-2.391017,4.18879,0.5882797
ogapy,20,15,9,0.2693253,2.420597,4.45059,0.5882797
ogapy,20,16,3,4.715478,-3.84231,4.712389,0.5882797
ogapy,20,17,12,-0.6428246,1.624388,4.974188,0.5882797
ogapy,20,18,4,-2.277763,-3.112252,5.235988,0.5882797
ogapy,20,19,1,-2.670069,4.557091,5.497787,0.5882797
ogapy,20,0,13,-4.420689,1.370299,0,0.5923157
ogapy,20,1,14,-1.053515,2.947218,0.7853982,0.5923157
ogapy,20,2,7,1.387972,1.545416,1.047198,0.5923157
ogapy,20,3,18,-2.440923,4.046411,1.308997,0.5923157
ogapy,20,4,17,-0.1793079,-4.701447,1.570796,0.5923157
ogapy,20,5,16,0.400322,2.756449,1.832596,0.5923157
ogapy,20,6,11,-0.117547,-1.027349,2.094395,0.5923157
ogapy,20,7,15,0.6501741,-3.311482,2.356194,0.5923157
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.5923157
ogapy,20,9,6,-0.3290944,2.568155,2.879793,0.5923157
ogapy,20,10,2,3.964953,4.252636,3.141593,0.5923157
ogapy,20,11,19,-3.034327,3.305514,3.403392,0.5923157
ogapy,20,12,8,3.259669,-3.666825,3.665191,0.5923157
ogapy,20,13,10,1.569365,-2.164586,3.926991,0.5923157
ogapy,20,14,5,-3.97895,-2.391017,4.18879,0.5923157
ogapy,20,15,9,0.2693253,2.420597,4.45059,0.5923157
ogapy,20,16,3,4.715478,-3.84231,4.712389,0.5923157
ogapy,20,17,12,-0.6428246,1.624388,4.974188,0.5923157
ogapy,20,18,4,-2.277763,-3.112252,5.235988,0.5923157
ogapy,20,19,1,-2.670069,4.557091,5.497787,0.5923157
ogapy,20,0,13,-4.420689,1.370299,0,0.5962143
ogapy,20,1,14,-1.053515,2.947218,0.7853982,0.5962143
ogapy,20,2,7,1.387972,1.545416,1.047198,0.5962143
ogapy,20,3,18,-2.440923,4.046411,1.308997,0.5962143
ogapy,20,4,17,-0.1793079,-4.701447,1.570796,0.5962143
ogapy,20,5,16,0.400322,2.756449,1.832596,0.5962143
ogapy,20,6,11,-0.117547,-1.027349,2.094395,0.5962143
ogapy,20,7,15,0.6501741,-3.311482,2.356194,0.5962143
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.5962143
ogapy,20,9,6,-0.3290944,2.568155,2.879793,0.5962143
ogapy,20,10,2,3.964953,4.252636,3.141593,0.5962143
ogapy,20,11,19,-3.034327,3.305514,3.403392,0.5962143
ogapy,20,12,8,3.259669,-3.666825,3.665191,0.5962143
ogapy,20,13,10,1.569365,-2.164586,3.926991,0.5962143
ogapy,20,14,5,-3.97895,-2.391017,4.18879,0.5962143
ogapy,20,15,9,0.2693253,2.420597,4.45059,0.5962143
ogapy,20,16,3,4.715478,-3.84231,4.712389,0.5962143
ogapy,20,17,12,-0.6428246,1.624388,4.974188,0.5962143
ogapy,20,18,4,-2.277763,-3.112252,5.235988,0.5962143
ogapy,20,19,1,-2.670069,4.557091,5.497787,0.5962143
ogapy,20,0,13,-4.420689,1.370299,0,0.6001816
ogapy,20,1,14,-1.053515,2.947218,0.7853982,0.6001816
ogapy,20,2,7,1.387972,1.545416,1.047198,0.6001816
ogapy,20,3,18,-2.440923,4.046411,1.308997,0.6001816
ogapy,20,4,17,-0.1793079,-4.701447,1.570796,0.6001816
ogapy,20,5,16,0.400322,2.756449,1.832596,0.6001816
ogapy,20,6,11,-0.117547,-1.027349,2.094395,0.6001816
ogapy,20,7,15,0.6501741,-3.311482,2.356194,0.6001816
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.6001816
ogapy,20,9,6,-0.3290944,2.568155,2.879793,0.6001816
ogapy,20,10,2,3.964953,4.252636,3.141593,0.6001816
ogapy,20,11,19,-3.034327,3.305514,3.403392,0.6001816
ogapy,20,12,8,3.259669,-3.666825,3.665191,0.6001816
ogapy,20,13,10,1.569365,-2.164586,3.926991,0.6001816
ogapy,20,14,5,-3.97895,-2.391017,4.18879,0.6001816
ogapy,20,15,9,0.2693253,2.420597,4.45059,0.6001816
ogapy,20,16,3,4.715478,-3.84231,4.712389,0.6001816
ogapy,20,17,12,-0.6428246,1.624388,4.974188,0.6001816
ogapy,20,18,4,-2.277763,-3.112252,5.235988,0.6001816
ogapy,20,19,1,-2.670069,4.557091,5.497787,0.6001816
ogapy,20,0,13,-4.420689,1.370299,0,0.6043472
ogapy,20,1,14,-1.053515,2.947218,0.7853982,0.6043472
ogapy,20,2,7,1.387972,1.545416,1.047198,0.6043472
ogapy,20,3,18,-2.440923,4.046411,1.308997,0.6043472
ogapy,20,4,17,-0.1793079,-4.701447,1.570796,0.6043472
ogapy,20,5,16,0.400322,2.756449,1.832596,0.6043472
ogapy,20,6,11,-0.117547,-1.027349,2.094395,0.6043472
ogapy,20,7,15,0.6501741,-3.311482,2.356194,0.6043472
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.6043472
ogapy,20,9,6,-0.3290944,2.568155,2.879793,0.6043472
ogapy,20,10,2,3.964953,4.252636,3.141593,0.6043472
ogapy,20,11,19,-3.034327,3.305514,3.403392,0.6043472
ogapy,20,12,8,3.259669,-3.666825,3.665191,0.6043472
ogapy,20,13,10,1.569365,-2.164586,3.926991,0.6043472
ogapy,20,14,5,-3.97895,-2.391017,4.18879,0.6043472
ogapy,20,15,9,0.2693253,2.420597,4.45059,0.6043472
ogapy,20,16,3,4.715478,-3.84231,4.712389,0.6043472
ogapy,20,17,12,-0.6428246,1.624388,4.974188,0.6043472
ogapy,20,18,4,-2.277763,-3.112252,5.235988,0.6043472
ogapy,20,19,1,-2.670069,4.557091,5.497787,0.6043472
ogapy,20,0,13,-4.420689,1.370299,0,0.6082306
ogapy,20,1,14,-1.053515,2.947218,0.7853982,0.6082306
ogapy,20,2,7,1.387972,1.545416,1.047198,0.6082306
ogapy,20,3,18,-2.440923,4.046411,1.308997,0.6082306
ogapy,20,4,17,-0.1793079,-4.701447,1.570796,0.6082306
ogapy,20,5,16,0.400322,2.756449,1.832596,0.6082306
ogapy,20,6,11,-0.117547,-1.027349,2.094395,0.6082306
ogapy,20,7,15,0.6501741,-3.311482,2.356194,0.6082306
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.6082306
ogapy,20,9,6,-0.3290944,2.568155,2.879793,0.6082306
ogapy,20,10,2,3.964953,4.252636,3.141593,0.6082306
ogapy,20,11,19,-3.034327,3.305514,3.403392,0.6082306
ogapy,20,12,8,3.259669,-3.666825,3.665191,0.6082306
ogapy,20,13,10,1.569365,-2.164586,3.926991,0.6082306
ogapy,20,14,5,-3.97895,-2.391017,4.18879,0.6082306
ogapy,20,15,9,0.2693253,2.420597,4.45059,0.6082306
ogapy,20,16,3,4.715478,-3.84231,4.712389,0.6082306
ogapy,20,17,12,-0.6428246,1.624388,4.974188,0.6082306
ogapy,20,18,4,-2.277763,-3.112252,5.235988,0.6082306
ogapy,20,19,1,-2.670069,4.557091,5.497787,0.6082306
ogapy,20,0,13,-4.420689,1.370299,0,0.6128693
ogapy,20,1,14,-1.053515,2.947218,0.7853982,0.6128693
ogapy,20,2,7,1.387972,1.545416,1.047198,0.6128693
ogapy,20,3,18,-2.440923,4.046411,1.308997,0.6128693
ogapy,20,4,17,-0.1793079,-4.701447,1.570796,0.6128693
ogapy,20,5,16,0.400322,2.756449,1.832596,0.6128693
ogapy,20,6,11,-0.117547,-1.027349,2.094395,0.6128693
ogapy,20,7,15,0.6501741,-3.311482,2.356194,0.6128693
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.6128693
ogapy,20,9,6,-0.3290944,2.568155,2.879793,0.6128693
ogapy,20,10,2,3.964953,4.252636,3.141593,0.6128693
ogapy,20,11,19,-3.034327,3.305514,3.403392,0.6128693
ogapy,20,12,8,3.259669,-3.666825,3.665191,0.6128693
ogapy,20,13,10,1.569365,-2.164586,3.926991,0.6128693
ogapy,20,14,5,-3.97895,-2.391017,4.18879,0.6128693
ogapy,20,15,9,0.2693253,2.420597,4.45059,0.6128693
ogapy,20,16,3,4.715478,-3.84231,4.712389,0.6128693
ogapy,20,17,12,-0.6428246,1.624388,4.974188,0.6128693
ogapy,20,18,4,-2.277763,-3.112252,5.235988,0.6128693
ogapy,20,19,1,-2.670069,4.557091,5.497787,0.6128693
ogapy,20,0,13,-4.420689,1.370299,0,0.6241608
ogapy,20,1,14,-1.053515,2.947218,0.7853982,0.6241608
ogapy,20,2,7,1.387972,1.545416,1.047198,0.6241608
ogapy,20,3,18,-2.440923,4.046411,1.308997,0.6241608
ogapy,20,4,17,-0.1793079,-4.701447,1.570796,0.6241608
ogapy,20,5,16,0.400322,2.756449,1.832596,0.6241608
ogapy,20,6,11,-0.117547,-1.027349,2.094395,0.6241608
ogapy,20,7,15,0.6501741,-3.311482,2.356194,0.6241608
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.6241608
ogapy,20,9,6,-0.3290944,2.568155,2.879793,0.6241608
ogapy,20,10,2,3.964953,4.252636,3.141593,0.6241608
ogapy,20,11,19,-3.034327,3.305514,3.403392,0.6241608
ogapy,20,12,8,3.259669,-3.666825,3.665191,0.6241608
ogapy,20,13,10,1.569365,-2.164586,3.926991,0.6241608
ogapy,20,14,5,-3.97895,-2.391017,4.18879,0.6241608
ogapy,20,15,9,0.2693253,2.420597,4.45059,0.6241608
ogapy,20,16,3,4.715478,-3.84231,4.712389,0.6241608
ogapy,20,17,12,-0.6428246,1.624388,4.974188,0.6241608
ogapy,20,18,4,-2.277763,-3.112252,5.235988,0.6241608
ogapy,20,19,1,-2.670069,4.557091,5.497787,0.6241608
ogapy,20,0,13,-4.420689,1.370299,0,0.6281433
ogapy,20,1,14,-1.053515,2.947218,0.7853982,0.6281433
ogapy,20,2,7,1.387972,1.545416,1.047198,0.6281433
ogapy,20,3,18,-2.440923,4.046411,1.308997,0.6281433
ogapy,20,4,17,-0.1793079,-4.701447,1.570796,0.6281433
ogapy,20,5,16,0.400322,2.756449,1.832596,0.6281433
ogapy,20,6,11,-0.117547,-1.027349,2.094395,0.6281433
ogapy,20,7,15,0.6501741,-3.311482,2.356194,0.6281433
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.6281433
ogapy,20,9,6,-0.3290944,2.568155,2.879793,0.6281433
ogapy,20,10,2,3.964953,4.252636,3.141593,0.6281433
ogapy,20,11,19,-3.034327,3.305514,3.403392,0.6281433
ogapy,20,12,8,3.259669,-3.666825,3.665191,0.6281433
ogapy,20,13,10,1.569365,-2.164586,3.926991,0.6281433
ogapy,20,14,5,-3.97895,-2.391017,4.18879,0.6281433
ogapy,20,15,9,0.2693253,2.420597,4.45059,0.6281433
ogapy,20,16,3,4.715478,-3.84231,4.712389,0.6281433
ogapy,20,17,12,-0.6428246,1.624388,4.974188,0.6281433
ogapy,20,18,4,-2.277763,-3.112252,5.235988,0.6281433
ogapy,20,19,1,-2.670069,4.557091,5.497787,0.6281433
ogapy,20,0,13,-4.420689,1.370299,0,0.6322098
ogapy,20,1,14,-1.053515,2.947218,0.7853982,0.6322098
ogapy,20,2,7,1.387972,1.545416,1.047198,0.6322098
ogapy,20,3,18,-2.440923,4.046411,1.308997,0.6322098
ogapy,20,4,17,-0.1793079,-4.701447,1.570796,0.6322098
ogapy,20,5,16,0.400322,2.756449,1.832596,0.6322098
ogapy,20,6,11,-0.117547,-1.027349,2.094395,0.6322098
ogapy,20,7,15,0.6501741,-3.311482,2.356194,0.6322098
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.6322098
ogapy,20,9,6,-0.3290944,2.568155,2.879793,0.6322098
ogapy,20,10,2,3.964953,4.252636,3.141593,0.6322098
ogapy,20,11,19,-3.034327,3.305514,3.403392,0.6322098
ogapy,20,12,8,3.259669,-3.666825,3.665191,0.6322098
ogapy,20,13,10,1.569365,-2.164586,3.926991,0.6322098
ogapy,20,14,5,-3.97895,-2.391017,4.18879,0.6322098
ogapy,20,15,9,0.2693253,2.420597,4.45059,0.6322098
ogapy,20,16,3,4.715478,-3.84231,4.712389,0.6322098
ogapy,20,17,12,-0.6428246,1.624388,4.974188,0.6322098
ogapy,20,18,4,-2.277763,-3.112252,5.235988,0.6322098
ogapy,20,19,1,-2.670069,4.557091,5.497787,0.6322098
ogapy,20,0,13,-4.420689,1.370299,0,0.6362686
ogapy,20,1,14,-1.053515,2.947218,0.7853982,0.6362686
ogapy,20,2,7,1.387972,1.545416,1.047198,0.6362686
ogapy,20,3,18,-2.440923,4.046411,1.308997,0.6362686
ogapy,20,4,17,-0.1793079,-4.701447,1.570796,0.6362686
ogapy,20,5,16,0.400322,2.756449,1.832596,0.6362686
ogapy,20,6,11,-0.117547,-1.027349,2.094395,0.6362686
ogapy,20,7,15,0.6501741,-3.311482,2.356194,0.6362686
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.6362686
ogapy,20,9,6,-0.3290944,2.568155,2.879793,0.6362686
ogapy,20,10,2,3.964953,4.252636,3.141593,0.6362686
ogapy,20,11,19,-3.034327,3.305514,3.403392,0.6362686
ogapy,20,12,8,3.259669,-3.666825,3.665191,0.6362686
ogapy,20,13,10,1.569365,-2.164586,3.926991,0.6362686
ogapy,20,14,5,-3.97895,-2.391017,4.18879,0.6362686
ogapy,20,15,9,0.2693253,2.420597,4.45059,0.6362686
ogapy,20,16,3,4.715478,-3.84231,4.712389,0.6362686
ogapy,20,17,12,-0.6428246,1.624388,4.974188,0.6362686
ogapy,20,18,4,-2.277763,-3.112252,5.235988,0.6362686
ogapy,20,19,1,-2.670069,4.557091,5.497787,0.6362686
ogapy,20,0,13,-4.420689,1.370299,0,0.6403198
ogapy,20,1,14,-1.053515,2.947218,0.7853982,0.6403198
ogapy,20,2,7,1.387972,1.545416,1.047198,0.6403198
ogapy,20,3,18,-2.440923,4.046411,1.308997,0.6403198
ogapy,20,4,17,-0.1793079,-4.701447,1.570796,0.6403198
ogapy,20,5,16,0.400322,2.756449,1.832596,0.6403198
ogapy,20,6,11,-0.117547,-1.027349,2.094395,0.6403198
ogapy,20,7,15,0.6501741,-3.311482,2.356194,0.6403198
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.6403198
ogapy,20,9,6,-0.3290944,2.568155,2.879793,0.6403198
ogapy,20,10,2,3.964953,4.252636,3.141593,0.6403198
ogapy,20,11,19,-3.034327,3.305514,3.403392,0.6403198
ogapy,20,12,8,3.259669,-3.666825,3.665191,0.6403198
ogapy,20,13,10,1.569365,-2.164586,3.926991,0.6403198
ogapy,20,14,5,-3.97895,-2.391017,4.18879,0.6403198
ogapy,20,15,9,0.2693253,2.420597,4.45059,0.6403198
ogapy,20,16,3,4.715478,-3.84231,4.712389,0.6403198
ogapy,20,17,12,-0.6428246,1.624388,4.974188,0.6403198
ogapy,20,18,4,-2.277763,-3.112252,5.235988,0.6403198
ogapy,20,19,1,-2.670069,4.557091,5.497787,0.6403198
ogapy,20,0,13,-4.420689,1.370299,0,0.644104
ogapy,20,1,14,-1.053515,2.947218,0.7853982,0.644104
ogapy,20,2,7,1.387972,1.545416,1.047198,0.644104
ogapy,20,3,18,-2.440923,4.046411,1.308997,0.644104
ogapy,20,4,17,-0.1793079,-4.701447,1.570796,0.644104
ogapy,20,5,16,0.400322,2.756449,1.832596,0.644104
ogapy,20,6,11,-0.117547,-1.027349,2.094395,0.644104
ogapy,20,7,15,0.6501741,-3.311482,2.356194,0.644104
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.644104
ogapy,20,9,6,-0.3290944,2.568155,2.879793,0.644104
ogapy,20,10,2,3.964953,4.252636,3.141593,0.644104
ogapy,20,11,19,-3.034327,3.305514,3.403392,0.644104
ogapy,20,12,8,3.259669,-3.666825,3.665191,0.644104
ogapy,20,13,10,1.569365,-2.164586,3.926991,0.644104
ogapy,20,14,5,-3.97895,-2.391017,4.18879,0.644104
ogapy,20,15,9,0.2693253,2.420597,4.45059,0.644104
ogapy,20,16,3,4.715478,-3.84231,4.712389,0.644104
ogapy,20,17,12,-0.6428246,1.624388,4.974188,0.644104
ogapy,20,18,4,-2.277763,-3.112252,5.235988,0.644104
ogapy,20,19,1,-2.670069,4.557091,5.497787,0.644104
ogapy,20,0,13,-4.420689,1.370299,0,0.6482162
ogapy,20,1,14,-1.053515,2.947218,0.7853982,0.6482162
ogapy,20,2,7,1.387972,1.545416,1.047198,0.6482162
ogapy,20,3,18,-2.440923,4.046411,1.308997,0.6482162
ogapy,20,4,17,-0.1793079,-4.701447,1.570796,0.6482162
ogapy,20,5,16,0.400322,2.756449,1.832596,0.6482162
ogapy,20,6,11,-0.117547,-1.027349,2.094395,0.6482162
ogapy,20,7,15,0.6501741,-3.311482,2.356194,0.6482162
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.6482162
ogapy,20,9,6,-0.3290944,2.568155,2.879793,0.6482162
ogapy,20,10,2,3.964953,4.252636,3.141593,0.6482162
ogapy,20,11,19,-3.034327,3.305514,3.403392,0.6482162
ogapy,20,12,8,3.259669,-3.666825,3.665191,0.6482162
ogapy,20,13,10,1.569365,-2.164586,3.926991,0.6482162
ogapy,20,14,5,-3.97895,-2.391017,4.18879,0.6482162
ogapy,20,15,9,0.2693253,2.420597,4.45059,0.6482162
ogapy,20,16,3,4.715478,-3.84231,4.712389,0.6482162
ogapy,20,17,12,-0.6428246,1.624388,4.974188,0.6482162
ogapy,20,18,4,-2.277763,-3.112252,5.235988,0.6482162
ogapy,20,19,1,-2.670069,4.557091,5.497787,0.6482162
ogapy,20,0,13,-4.420689,1.370299,0,0.6522522
ogapy,20,1,14,-1.053515,2.947218,0.7853982,0.6522522
ogapy,20,2,7,1.387972,1.545416,1.047198,0.6522522
ogapy,20,3,18,-2.440923,4.046411,1.308997,0.6522522
ogapy,20,4,17,-0.1793079,-4.701447,1.570796,0.6522522
ogapy,20,5,16,0.400322,2.756449,1.832596,0.6522522
ogapy,20,6,11,-0.117547,-1.027349,2.094395,0.6522522
ogapy,20,7,15,0.6501741,-3.311482,2.356194,0.6522522
ogapy,20,8,0,-4.125225,2.167955,2.617994,0.6522522
